product,content,date_time,sentiment
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-09-13 02:52:18,positive
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-09-02 21:24:58,positive
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-30 16:40:55,negative
OnePlus,Why is my OnePlus overheating?,2016-07-21 04:37:59,positive
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-23 03:06:25,negative
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-07-15 05:56:11,neutral
Google Pixel,My Google Pixel is slower than expected.,2016-09-02 05:53:42,neutral
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-08 11:58:58,negative
iPhone,The iPhone is a great value for the price.,2016-08-05 03:25:27,negative
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-06 15:22:20,negative
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-12 10:41:35,neutral
OnePlus,The camera on the OnePlus is disappointing.,2016-09-04 21:58:26,positive
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-07-27 02:48:13,positive
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-09 17:47:15,positive
iPhone,The iPhone is really sleek and fast.,2016-07-04 17:35:48,neutral
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-10 07:55:06,neutral
Google Pixel,The Google Pixel is really sleek and fast.,2016-07-12 22:44:18,positive
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-19 10:20:41,neutral
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-29 14:17:38,negative
OnePlus,The OnePlus is a great value for the price.,2016-09-11 05:34:10,neutral
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-11 19:00:06,neutral
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-29 12:46:55,negative
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-28 03:46:54,negative
iPhone,My iPhone is slower than expected.,2016-09-08 10:03:09,negative
iPhone,The camera quality on the iPhone is amazing.,2016-09-15 23:57:20,neutral
OnePlus,The OnePlus has exceeded my expectations!,2016-07-13 18:53:21,neutral
OnePlus,The OnePlus has exceeded my expectations!,2016-07-18 20:05:14,neutral
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-13 18:46:32,neutral
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-29 19:36:59,neutral
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-01 06:51:21,positive
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-17 06:00:00,neutral
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-20 06:57:44,neutral
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-09 20:00:59,neutral
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-04 00:21:40,negative
OnePlus,Battery life on the OnePlus is excellent.,2016-08-16 00:31:51,positive
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-30 23:54:09,negative
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-21 13:47:43,negative
iPhone,Really happy with the performance of my new iPhone.,2016-07-04 09:56:55,neutral
iPhone,The camera on the iPhone is disappointing.,2016-07-18 06:06:26,negative
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-04 03:50:24,negative
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-14 11:00:57,positive
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-29 22:29:16,neutral
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-31 04:42:18,positive
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-16 16:39:19,positive
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-19 17:29:50,negative
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-07-04 06:47:17,neutral
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-13 11:43:44,positive
Xiaomi,My Xiaomi is slower than expected.,2016-07-02 23:46:05,negative
Google Pixel,The Google Pixel is a great value for the price.,2016-09-12 03:30:51,positive
Google Pixel,My Google Pixel is slower than expected.,2016-07-11 09:35:03,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-01 08:56:26,positive
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-04 02:10:23,positive
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-30 10:25:29,neutral
Xiaomi,Why is my Xiaomi overheating?,2016-09-06 20:14:11,positive
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-08 03:12:08,positive
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-19 22:31:26,negative
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-04 10:31:13,negative
iPhone,Why is my iPhone overheating?,2016-08-06 20:41:01,negative
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-24 13:25:35,neutral
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-30 09:47:05,negative
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-26 21:15:36,neutral
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-20 11:00:10,negative
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-08-24 23:23:41,positive
iPhone,The iPhone is really sleek and fast.,2016-09-21 23:41:22,positive
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-25 00:52:59,neutral
iPhone,Really happy with the performance of my new iPhone.,2016-08-30 00:15:28,neutral
iPhone,Really happy with the performance of my new iPhone.,2016-07-23 03:42:17,positive
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-25 05:54:35,neutral
OnePlus,The OnePlus has exceeded my expectations!,2016-08-31 11:41:34,positive
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-27 04:00:01,negative
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-27 09:32:54,positive
Xiaomi,The Xiaomi is a great value for the price.,2016-07-16 15:30:28,negative
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-06 16:29:12,negative
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-23 06:00:31,neutral
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-12 22:04:08,positive
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-21 16:03:10,positive
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-03 08:08:26,negative
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-25 04:59:45,positive
Google Pixel,My Google Pixel is slower than expected.,2016-07-04 03:44:05,positive
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-08 20:37:10,negative
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-15 08:25:47,neutral
OnePlus,My OnePlus is slower than expected.,2016-09-21 17:09:40,positive
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-03 15:07:00,positive
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-12 20:22:13,positive
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-24 06:46:22,negative
iPhone,Battery life on the iPhone could be better.,2016-08-02 17:03:21,positive
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-21 00:42:40,positive
Google Pixel,My Google Pixel is slower than expected.,2016-07-12 06:07:45,neutral
OnePlus,The OnePlus is a great value for the price.,2016-07-22 02:14:01,positive
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-11 20:45:48,neutral
OnePlus,The OnePlus is a great value for the price.,2016-07-06 22:47:35,neutral
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-15 05:32:17,negative
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-03 17:27:03,negative
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-10 09:07:08,neutral
iPhone,The iPhone is really sleek and fast.,2016-09-25 22:39:09,positive
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-07-20 10:44:03,neutral
OnePlus,The OnePlus is really sleek and fast.,2016-07-01 01:41:48,positive
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-27 00:36:38,positive
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-13 17:20:09,positive
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-16 14:03:35,positive
Xiaomi,Battery life on the Xiaomi could be better.,2016-07-30 14:43:09,positive
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-29 15:44:45,negative
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-11 16:03:28,positive
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-02 15:44:29,positive
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-09 06:45:01,positive
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-09-26 04:15:35,neutral
iPhone,The camera on the iPhone is disappointing.,2016-09-07 09:47:07,neutral
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-18 15:42:16,positive
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-14 23:26:53,negative
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-04 20:57:39,neutral
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-25 16:39:07,neutral
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-06 00:12:30,positive
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-21 06:47:23,positive
iPhone,Battery life on the iPhone is excellent.,2016-08-18 15:04:52,positive
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-07-15 00:43:44,neutral
Xiaomi,My Xiaomi is slower than expected.,2016-09-07 20:13:58,positive
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-19 04:17:48,positive
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-25 18:09:41,negative
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-18 08:30:43,negative
OnePlus,My OnePlus is slower than expected.,2016-09-09 14:52:22,neutral
OnePlus,My OnePlus is slower than expected.,2016-08-19 01:02:59,negative
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-23 16:13:46,positive
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-01 11:35:50,neutral
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-29 07:51:28,positive
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-19 14:00:48,negative
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-17 06:11:55,neutral
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-17 22:57:59,neutral
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-18 20:01:46,negative
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-21 02:59:09,neutral
Xiaomi,The Xiaomi is a great value for the price.,2016-08-11 16:42:45,neutral
OnePlus,The OnePlus is a great value for the price.,2016-09-01 01:09:14,negative
Xiaomi,Battery life on the Xiaomi could be better.,2016-07-19 09:59:50,neutral
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-19 16:58:06,positive
iPhone,The iPhone has exceeded my expectations!,2016-07-17 12:24:57,positive
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-28 22:41:41,neutral
iPhone,Just got my new iPhone! Loving it so far.,2016-09-04 12:04:11,neutral
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-31 07:30:24,negative
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-11 06:10:04,negative
iPhone,Battery life on the iPhone could be better.,2016-08-17 19:36:58,neutral
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-19 05:20:10,negative
iPhone,I'm impressed with the build quality of the iPhone.,2016-07-04 21:24:35,positive
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-09 14:22:24,negative
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-23 10:26:22,neutral
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-24 12:29:08,positive
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-15 06:02:01,negative
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-19 05:27:15,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-28 19:09:33,positive
Xiaomi,Why is my Xiaomi overheating?,2016-07-08 15:16:25,neutral
iPhone,The iPhone has exceeded my expectations!,2016-07-04 13:26:37,neutral
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-02 06:37:34,positive
iPhone,My iPhone runs all my apps smoothly.,2016-09-18 13:51:57,negative
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-19 04:20:25,negative
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-07-21 13:25:04,negative
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-26 14:10:34,negative
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-22 01:18:43,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-28 18:55:36,positive
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-10 00:40:00,negative
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-04 23:36:17,positive
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-28 06:48:40,positive
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-15 00:15:18,positive
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-27 05:36:10,negative
iPhone,Battery life on the iPhone is excellent.,2016-07-02 12:29:59,negative
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-17 02:18:33,positive
iPhone,I'm impressed with the build quality of the iPhone.,2016-07-09 19:20:20,positive
iPhone,My iPhone runs all my apps smoothly.,2016-07-13 14:48:09,neutral
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-23 18:37:58,positive
iPhone,The camera on the iPhone is disappointing.,2016-08-12 15:49:18,positive
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-07-17 23:05:27,negative
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-07 18:55:46,neutral
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-25 15:11:37,positive
Xiaomi,My Xiaomi is slower than expected.,2016-07-21 04:07:53,negative
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-31 14:07:44,positive
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-05 08:25:07,positive
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-18 17:09:15,neutral
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-23 21:14:19,positive
Google Pixel,Why is my Google Pixel overheating?,2016-07-12 11:57:25,positive
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-07-21 10:37:57,neutral
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-13 10:09:23,negative
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-19 16:21:38,negative
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-18 13:41:01,negative
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-03 22:41:51,positive
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-31 17:02:51,negative
Xiaomi,The Xiaomi is a great value for the price.,2016-08-16 15:12:42,positive
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-04 22:26:48,negative
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-09 12:01:00,negative
iPhone,The camera on the iPhone is disappointing.,2016-07-25 06:38:45,neutral
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-04 21:54:24,neutral
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-10 07:06:53,neutral
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-26 15:49:52,neutral
Google Pixel,The camera on the Google Pixel is disappointing.,2016-08-26 15:14:14,negative
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-04 11:59:42,negative
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-04 20:57:25,positive
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-23 03:00:40,positive
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-19 19:25:53,positive
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-07 00:38:51,neutral
iPhone,My iPhone runs all my apps smoothly.,2016-08-10 17:51:35,positive
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-23 09:39:34,negative
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-02 12:05:31,negative
OnePlus,My OnePlus is slower than expected.,2016-08-17 23:39:42,positive
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-02 23:08:52,negative
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-29 16:55:32,positive
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-19 00:41:58,negative
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-11 08:22:32,neutral
Xiaomi,Battery life on the Xiaomi is excellent.,2016-09-23 20:52:37,negative
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-19 00:25:15,positive
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-22 03:43:23,neutral
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-26 21:33:00,neutral
iPhone,The iPhone is a great value for the price.,2016-07-26 19:22:13,positive
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-30 14:36:20,neutral
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-29 06:29:51,negative
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-23 03:29:18,negative
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-27 09:21:49,neutral
iPhone,Just got my new iPhone! Loving it so far.,2016-09-16 05:03:30,neutral
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-27 05:04:28,negative
OnePlus,My OnePlus is slower than expected.,2016-09-02 00:17:07,neutral
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-15 01:09:42,positive
iPhone,The iPhone has exceeded my expectations!,2016-08-21 05:47:02,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-29 16:54:05,positive
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-22 19:50:38,negative
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-30 14:08:51,neutral
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-28 23:58:04,positive
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-26 13:15:16,negative
iPhone,My iPhone runs all my apps smoothly.,2016-08-27 15:38:41,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-30 06:09:35,neutral
iPhone,My iPhone runs all my apps smoothly.,2016-08-08 16:43:26,negative
iPhone,The camera quality on the iPhone is amazing.,2016-07-13 19:49:58,neutral
OnePlus,My OnePlus is slower than expected.,2016-08-12 10:12:31,negative
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-09 18:24:51,positive
Google Pixel,My Google Pixel is slower than expected.,2016-07-21 02:30:23,positive
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-17 15:47:12,negative
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-04 15:29:47,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-20 07:39:55,positive
OnePlus,Battery life on the OnePlus is excellent.,2016-07-08 01:34:50,positive
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-16 11:05:21,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-09 16:37:04,neutral
OnePlus,My OnePlus is slower than expected.,2016-08-18 05:17:53,positive
OnePlus,Why is my OnePlus overheating?,2016-08-15 16:52:47,negative
Xiaomi,The Xiaomi has exceeded my expectations!,2016-07-08 20:03:11,negative
iPhone,Battery life on the iPhone could be better.,2016-07-30 13:44:55,positive
Google Pixel,My Google Pixel is slower than expected.,2016-07-04 22:51:06,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-03 11:53:11,negative
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-06 05:42:13,negative
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-28 22:36:51,neutral
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-21 08:57:51,neutral
iPhone,Why is my iPhone overheating?,2016-07-03 21:17:57,positive
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-16 01:25:34,neutral
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-22 18:17:40,positive
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-05 16:49:53,neutral
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-04 03:23:33,neutral
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-23 12:27:42,negative
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-29 04:07:40,neutral
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-09-28 21:17:17,negative
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-14 09:25:30,negative
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-24 00:31:18,positive
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-04 23:09:31,negative
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-10 13:12:09,negative
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-07 08:21:27,negative
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-17 06:56:48,negative
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-23 13:50:51,positive
OnePlus,The camera on the OnePlus is disappointing.,2016-08-28 12:54:13,positive
iPhone,Really happy with the performance of my new iPhone.,2016-08-05 21:42:42,negative
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-15 08:27:57,neutral
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-25 07:12:49,negative
OnePlus,My OnePlus runs all my apps smoothly.,2016-09-29 13:15:59,positive
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-08 04:43:14,positive
iPhone,The camera quality on the iPhone is amazing.,2016-09-16 17:19:20,positive
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-19 03:24:56,negative
OnePlus,The OnePlus is really sleek and fast.,2016-08-20 19:54:12,neutral
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-26 19:11:11,positive
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-16 08:18:50,negative
Google Pixel,Why is my Google Pixel overheating?,2016-07-19 14:39:18,neutral
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-08 22:07:29,negative
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-06 05:54:18,negative
iPhone,Why is my iPhone overheating?,2016-08-28 04:29:04,neutral
OnePlus,The OnePlus is a great value for the price.,2016-08-24 01:52:53,negative
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-09-07 15:29:11,neutral
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-18 08:02:05,neutral
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-09 18:41:28,negative
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-25 00:39:54,positive
OnePlus,Why is my OnePlus overheating?,2016-09-08 10:04:44,positive
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-17 07:38:36,positive
OnePlus,Why is my OnePlus overheating?,2016-08-05 18:33:14,positive
OnePlus,Why is my OnePlus overheating?,2016-07-02 05:42:15,positive
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-25 13:08:45,negative
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-30 14:37:35,neutral
OnePlus,Why is my OnePlus overheating?,2016-07-29 15:48:17,positive
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-24 04:41:20,positive
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-09 23:13:24,negative
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-09 14:07:51,neutral
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-29 12:43:29,neutral
iPhone,Why is my iPhone overheating?,2016-07-28 10:29:29,negative
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-07-02 09:13:41,neutral
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-17 06:59:55,negative
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-09 02:41:14,neutral
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-15 11:58:51,negative
iPhone,The iPhone has exceeded my expectations!,2016-08-22 10:42:52,positive
OnePlus,Battery life on the OnePlus could be better.,2016-08-28 19:30:54,negative
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-07 15:22:59,neutral
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-18 08:12:55,positive
iPhone,My iPhone is slower than expected.,2016-07-29 04:43:02,negative
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-26 17:17:45,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-06 23:59:39,negative
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-05 15:25:23,negative
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-11 02:25:36,negative
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-09 23:37:32,positive
OnePlus,Battery life on the OnePlus could be better.,2016-08-01 20:50:11,negative
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-11 03:50:20,positive
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-24 16:58:52,neutral
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-21 00:22:32,neutral
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-18 06:31:09,neutral
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-11 18:02:32,positive
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-22 05:27:08,positive
iPhone,Why is my iPhone overheating?,2016-09-20 14:58:39,negative
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-05 02:09:45,positive
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-06 06:31:09,neutral
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-08-03 21:28:49,negative
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-13 06:14:14,negative
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-02 09:23:30,negative
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-14 12:15:15,negative
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-17 12:23:26,positive
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-17 06:44:35,negative
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-13 13:19:50,positive
iPhone,Just got my new iPhone! Loving it so far.,2016-08-16 23:24:18,neutral
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-19 07:05:47,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-25 07:17:26,negative
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-15 08:33:16,neutral
Xiaomi,My Xiaomi is slower than expected.,2016-08-04 02:21:05,negative
Xiaomi,My Xiaomi is slower than expected.,2016-09-08 20:56:17,negative
